"pIC50","MDEC.23","MLogP","nC","LipoaffinityIndex","VP.5","ATSp4","ATSp5","VP.4","C1SP2","ATSp2","ATSp1","VP.3","ATSp3","maxsOH","VP.2","VP.6","BCUTp.1h","AMR","apol","VP.1"
8.137,34.2795389,3.88,29,10.41830281,4.795709722,4809.95184,4273.423151,6.284851496,0,3278.521815,2771.961812,8.407395326,4590.225087,10.00173779,10.69766575,3.058163211,13.39394267,150.01,81.054169,13.48042632
9.301,32.75137789,3.55,26,9.528945553,4.021650973,4348.121361,3945.024736,5.592042821,0,2994.079072,2509.504989,7.37776178,4246.300384,9.958022981,9.586932505,2.578288252,13.39269977,138.3776,70.861618,11.97416815
8.77,32.75137789,3.55,26,8.335739265,4.046937178,4375.805829,3965.410309,5.618862891,0,3025.701709,2538.522481,7.410395382,4288.132146,9.964195821,9.643474177,2.585339026,13.39297402,140.0697,71.773411,12.01414915
8.699,33.67884843,3.66,27,9.010502487,4.204789158,4564.651431,4117.428271,5.987997921,0,3136.066736,2632.121131,7.843703979,4438.525526,9.979841095,9.914962343,2.677567764,13.39420231,142.9813,74.866997,12.51414915
8.409,33.67884843,3.66,27,9.010502487,4.204789158,4564.651431,4117.428271,5.987997921,0,3136.066736,2632.121131,7.843703979,4438.525526,9.979841095,9.914962343,2.677567764,13.39420231,142.9813,74.866997,12.51414915
8.824,30.65743438,3.55,26,10.0755013,5.003121112,4594.322627,4061.279889,6.407049086,0,3177.942765,2695.94638,8.209100081,4428.637531,9.980137181,10.57912545,2.899102732,13.39430711,148.4135,73.871411,13.17150449
8.699,30.65743438,3.33,26,7.971962437,4.634070717,4891.035899,4220.658958,5.896017304,0,3375.997485,2855.652549,8.001472511,4809.583035,9.975597243,10.46865684,2.872863216,13.39468358,149.2616,75.475411,12.80462612
8.602,33.20203618,3.66,27,10.09285825,4.417325055,4537.150029,4026.395161,5.728617997,0,3077.471355,2589.319874,7.68001719,4338.129216,9.972482245,9.916640251,2.732869819,13.39343071,141.2892,73.955204,12.47416815
5.574,11.79287215,2.23,14,4.408020193,1.603300759,2362.235449,1935.669709,2.308499819,1,1631.263551,1360.348628,3.747907222,2383.714327,9.893283625,5.067873122,0.9746647,10.90635972,84.4122,38.556137,6.651394801
6.943,15.95607369,2.56,15,5.096261856,1.548403559,2209.757054,1821.710183,2.242671517,0,1561.302127,1304.941839,3.45399251,2265.986396,9.931614386,4.690223317,0.921740118,10.29697427,84.6352,39.122723,6.260848775
5.783,18.57043667,2.67,16,4.365384442,1.46774299,2215.077567,1902.360022,2.196710878,0,1535.103566,1279.767565,3.232698525,2227.661654,9.859469325,4.485080007,0.850295584,10.03747564,84.8975,39.802723,6.167508863
8.167,17.34076965,2.56,14,5.080858464,1.350297115,1795.474547,1416.779049,2.122780087,0,1382.280832,1163.912223,2.988285314,1972.085136,9.578744016,4.410668829,0.793321288,9.583647863,77.9917,35.227137,5.725826608
6.943,17.34076965,2.78,15,5.567006955,1.327694065,1729.967739,1371.801056,2.076820949,0,1329.416273,1121.285334,2.938557346,1899.050453,9.552571177,4.338543774,0.772055248,9.431126765,77.5575,36.807516,5.658879899
6.963,17.27014032,2.67,15,5.951702883,1.343353951,1817.073378,1441.978949,2.111289653,0,1355.577249,1135.764659,3.018933893,1957.2846,9.536686403,4.457860493,0.787190733,9.408421353,77.6853,36.697723,5.764528802
5.939,21.06176442,2.78,16,4.742555727,1.458330889,1959.250172,1666.608096,2.192766485,0,1456.530734,1226.009136,3.099284272,2072.710057,9.669793399,4.515660058,0.839493096,9.59364288,82.8032,39.000723,6.089593478
5.976,21.03243005,2.67,16,5.127425566,1.473990775,2046.59393,1737.131507,2.227235189,0,1482.738449,1240.508454,3.179660819,2131.069096,9.653908625,4.634976777,0.85462858,9.590796832,82.931,38.89093,6.195242381
6.68,20.14182985,2.67,16,4.62486719,1.897002899,2556.260795,2152.542451,2.617935694,0,1787.389468,1494.361784,4.050765307,2591.38679,10.01527951,5.397011185,1.151227262,11.18396724,90.3374,41.38393,6.994223714
6.204,20.14182985,2.67,16,4.774515755,1.68246638,2386.075934,2018.660457,2.403887322,0,1672.8852,1396.968883,3.614582605,2423.458324,9.997725498,4.981977388,0.999892993,10.51616221,87.5194,40.51393,6.579189918
6.987,18.56095906,2.78,16,4.769299124,1.484978971,2022.356683,1734.046447,2.166706573,0,1481.944274,1243.338261,3.132151695,2131.985176,9.649237843,4.625392424,0.811507027,9.629261763,82.8258,39.369516,6.113004044
7.31,20.77675721,2.89,17,5.115008778,1.566020531,2181.81805,1915.94969,2.302766776,0,1571.874618,1322.644543,3.374378811,2249.182127,9.744759385,4.845935932,0.908142613,9.874353209,87.8493,42.463102,6.673664216
6.58,19.57385713,2.67,15,4.263005495,1.33725017,1813.188096,1484.577106,2.019285462,1,1366.553971,1146.718801,2.908552335,1950.601139,9.524793399,4.228724003,0.744716369,9.455173282,78.3493,36.27593,5.683257294
7.337,19.57385713,2.67,15,4.351794852,1.320040594,1804.606643,1479.137806,1.988242603,0,1359.630895,1141.39041,2.873308948,1940.804739,9.532571177,4.181009605,0.730389091,9.457074431,78.254,35.907137,5.632486696
7.638,19.53428506,2.56,15,4.76513777,1.33570048,1891.718159,1549.310651,2.022711308,0,1385.792063,1155.869371,2.953685495,1999.043395,9.516686403,4.300326325,0.745524575,9.434131348,78.3818,35.797344,5.738135599
6.108,22.19057642,2.89,17,6.15062426,1.699162193,2186.622147,1710.883525,2.402940571,1,1624.918628,1355.458947,3.442796094,2340.6217,9.483308793,4.917278436,0.92444913,9.82535054,88.3037,40.760723,6.516777097
6.045,14.86547511,2.45,13,4.1207567,1.110311082,1393.292435,1049.623381,1.640784718,1,1135.496646,964.5136939,2.48627562,1591.772778,9.325626732,3.717919698,0.560955888,9.185717942,70.1067,32.387137,5.112076558
5.074,14.73697201,2.34,13,4.564491072,1.123874116,1478.442633,1116.707815,1.67670634,1,1161.246274,978.7938819,2.566652167,1648.987434,9.309741959,3.837236418,0.576449815,9.162968485,70.2345,32.277344,5.217725461
5.301,14.73697201,2.34,13,4.163021194,1.238410076,1661.725005,1255.812134,1.85724897,1,1304.556041,1104.880663,2.869385483,1843.615808,9.523618355,4.244436544,0.651902619,9.674715601,74.8229,33.900344,5.595689934
5.558,14.41186834,2.34,13,4.165305197,1.255938299,1665.027405,1254.421197,1.823043892,1,1302.222576,1102.314121,2.87401848,1845.870362,9.653558831,4.244436544,0.666981837,9.246857759,74.8229,33.900344,5.595689934
5.205,17.48943363,2.78,17,5.758027635,1.42907566,1925.484872,1624.415007,2.126010336,1,1471.487449,1267.044217,3.334235334,2029.926282,9.848310028,5.05556466,0.807518964,9.620723464,87.4876,45.563481,7.228649286
5.911,14.86547511,2.45,13,4.11964295,1.10885893,1394.06806,1049.951673,1.643299918,1,1135.933983,964.8117875,2.48540556,1592.324261,9.331737843,3.717919698,0.560813481,9.185718057,70.1067,32.387137,5.112076558
5.804,14.73697201,2.34,13,4.563377322,1.122421965,1479.218128,1117.035912,1.679221539,1,1161.683579,979.0919592,2.565782107,1649.538851,9.31585307,3.837236418,0.576307408,9.162968613,70.2345,32.277344,5.217725461
5.277,14.73697201,2.34,13,4.161907444,1.236957925,1662.503427,1256.14462,1.859764169,1,1304.994077,1105.179106,2.868515423,1844.168689,9.523618355,4.244436544,0.651760212,9.674715632,74.8229,33.900344,5.595689934
6.857,14.56704235,2.34,13,4.162396594,1.219008372,1723.425697,1357.149919,1.964104015,1,1329.32583,1121.972459,2.86693641,1888.438728,9.402692429,4.242395023,0.67561899,10.16371338,74.8229,33.900344,5.595689934
6.333,14.41186834,2.34,13,4.163429086,1.257869297,1665.08316,1254.563491,1.819181897,1,1302.010554,1102.034136,2.87401848,1845.853729,9.659669942,4.244436544,0.666981837,9.246851665,74.8229,33.900344,5.595689934
5.917,14.21020609,2.23,13,4.476969902,1.414007699,1863.430502,1404.062486,2.023825658,1,1417.223133,1196.366829,3.286819279,2024.483686,9.661339181,4.810890036,0.779245431,10.12956504,77.7687,34.660551,6.116372634
5.592,14.14590028,2.45,14,4.171847925,1.251513356,1721.059977,1421.546903,1.867008452,1,1291.738822,1090.138894,2.774912425,1838.926357,9.563682288,4.062172223,0.65319419,9.254428714,76.7502,36.282723,5.641115661
6.81,14.14590028,2.34,13,4.074849443,1.357663204,1847.606351,1454.424073,2.224079248,1,1421.754007,1202.106967,3.132790367,2021.383997,9.549978584,4.696071837,0.81230501,10.54649123,77.6409,34.770344,6.010723731
6.585,13.82798368,2.23,13,4.474721117,1.371226239,1933.997681,1523.44018,2.260000869,1,1447.758031,1216.503978,3.213166914,2079.240078,9.53409381,4.815388557,0.827975214,10.54507049,77.7687,34.660551,6.116372634
7.328,13.53664614,2.23,13,4.4193928,1.359834505,1952.043901,1581.870309,2.289266634,1,1452.155821,1218.735185,3.201612209,2090.022591,9.530495559,4.813347035,0.82900963,10.54364961,77.7687,34.660551,6.116372634
7.357,13.53664614,2.45,14,4.612083456,1.44893833,2125.397199,1735.941526,2.499607403,1,1566.420515,1318.811013,3.458932839,2255.607372,9.604569633,5.148422107,0.905131101,10.58163234,81.9229,37.86393,6.427390398
6.386,16.38681278,2.45,14,3.493004127,1.205271796,1723.952425,1410.98133,1.828434062,1,1300.176721,1093.268439,2.709527196,1851.808811,9.492571177,4.019275841,0.637844946,9.291134786,75.0852,34.580344,5.502350023
5.843,16.11189936,2.34,14,3.952348155,1.21883483,1809.567974,1478.764045,1.864355684,1,1326.021195,1107.590644,2.789903743,1909.268121,9.476686403,4.13859256,0.65351515,9.268148335,75.213,34.470551,5.607998926
6.86,15.8794326,2.34,14,3.912689111,1.207443096,1826.609311,1534.645791,1.893621449,1,1330.207326,1109.717401,2.778349038,1919.53077,9.473088152,4.136551039,0.657438887,9.230051288,75.213,34.470551,5.607998926
5.527,16.38681278,2.45,14,4.750676951,1.618151723,1995.597672,1673.31955,2.328881179,1,1483.632979,1264.062992,3.414069558,2095.408132,9.669659654,4.71340079,0.846873333,10.24333663,82.1979,37.86393,6.771026765
5.579,16.38681278,2.45,14,3.400340325,1.221141799,1732.282865,1416.269526,1.858218658,2,1306.956796,1098.493294,2.744770583,1861.358274,9.484793399,4.066990239,0.650745848,9.289237449,75.1805,34.949137,5.55312062
5.106,16.71747284,2.56,16,4.02527878,1.397004695,2086.670151,1863.683951,2.105855253,2,1504.918309,1270.727902,3.084420893,2141.602961,9.721907911,4.627942623,0.767090052,9.554675418,85.1688,41.938309,6.682773431
6.27,16.38681278,2.67,15,5.160186365,1.395271395,1836.269339,1524.971169,2.075726505,1,1371.327724,1160.149378,3.046895999,1948.103072,9.643682288,4.372589106,0.741876615,9.382006801,79.2371,38.574309,6.089403397
6.409,17.9115936,2.78,16,5.737051914,1.513250492,1956.284855,1691.328687,2.268144688,1,1452.992308,1234.283233,3.185332725,2049.77545,9.73920383,4.769035715,0.87346634,9.629976288,82.5623,41.667895,6.589403397
5.921,15.17924304,2.78,16,5.79803384,1.52164006,2053.481496,1781.422719,2.199534287,1,1500.650816,1266.647988,3.239812104,2148.474229,9.761460066,5.103839647,0.792307607,9.944339957,83.1544,41.667895,6.472118898
6.303,18.98167199,2.89,17,6.35322202,1.649310695,2048.968727,1801.781714,2.366034237,1,1524.007945,1301.329356,3.465662811,2131.522128,9.811907911,5.122589106,0.95689016,9.787156317,85.4739,44.761481,7.089403397
6.138,17.9115936,2.78,16,5.784024326,1.40476312,1970.042698,1703.705493,2.120232686,2,1462.913482,1242.935574,3.030245928,2063.51505,9.704906778,4.511834995,0.790233009,9.714346099,83.7884,40.334309,6.198793196
5.959,17.65549092,2.67,16,6.194028224,1.418326154,2056.031467,1772.05047,2.156154308,2,1488.833028,1257.290459,3.110622475,2121.168207,9.689022004,4.631151714,0.805903213,9.712924108,83.9162,40.224516,6.3044421
7.009,17.47854545,2.67,16,6.142000504,1.40693442,2073.568421,1829.199912,2.185420072,2,1493.122108,1259.465768,3.09906777,2131.690528,9.685423753,4.629110193,0.809418197,9.711501993,83.9162,40.224516,6.3044421
6.35,16.38681278,2.67,15,5.331051391,1.277561689,1853.549174,1537.346507,1.922302191,2,1384.690323,1170.946607,2.837716839,1967.020524,9.59590451,4.153263254,0.677324701,9.484403221,79.0338,37.240723,5.72566665
5.915,16.11189936,2.56,15,5.764873842,1.291124724,1939.46073,1605.584941,1.958223813,2,1410.595293,1185.295967,2.918093386,2024.633359,9.580019736,4.272579973,0.692994905,9.482976397,79.1616,37.13093,5.831315553
6.111,17.9115936,2.78,16,5.676105562,1.376865534,1976.55423,1707.891808,2.074037181,1,1468.05319,1247.247994,2.964028681,2070.764159,9.705314941,4.449139109,0.774779719,9.798718262,84.9377,40.334309,6.228101962
5.332,17.9115936,2.56,15,5.227339883,1.496203791,2095.208573,1839.99226,2.247124457,2,1558.846815,1337.287269,3.12468885,2175.124152,9.724400353,4.770459446,0.879846513,10.26258693,86.6534,39.62393,6.784645112
6.708,17.47854545,2.45,15,5.572208611,1.498375092,2199.241716,1966.556198,2.312311844,2,1589.159901,1353.865781,3.193510691,2243.563918,9.704917328,4.887734644,0.899287793,10.25974323,86.7812,39.514137,6.890294015
6.268,17.47854545,2.67,16,6.045947521,1.379036834,2080.164987,1833.566187,2.139224568,1,1498.279358,1263.786814,3.032850523,2138.983122,9.685831916,4.566414307,0.794220999,9.795874308,85.0655,40.224516,6.333750865
6.644,15.8794326,2.56,15,5.718803162,1.27973299,1956.891141,1662.45942,1.987489578,2,1414.863125,1187.461954,2.906538681,2035.099598,9.576421485,4.270538452,0.696765981,9.481550154,79.1616,37.13093,5.831315553
5.952,15.8794326,2.78,16,5.872417382,1.368836815,2128.275249,1814.540179,2.197830347,2,1528.251257,1286.867622,3.163859311,2199.064796,9.650495559,4.605613523,0.772887452,9.942906667,83.3158,40.334309,6.142333317
5.886,23.93866633,3.11,19,6.921021423,1.796414058,2549.396155,2288.653626,2.577525491,1,1824.951867,1526.124925,3.673869076,2610.866416,9.973892038,5.273497846,0.964733867,10.5855238,98.6223,45.614309,7.189426827
6.092,20.54308633,2.78,17,5.306811854,1.526733342,2213.427895,2049.471247,2.360226479,2,1647.882944,1369.668079,3.375710001,2381.916588,9.869725372,4.884773862,0.875674879,10.02783951,89.7123,41.562723,6.673911432
5.703,20.17294687,2.67,17,5.735167441,1.540296376,2299.502759,2117.915757,2.396148101,2,1673.814747,1384.027612,3.456086548,2439.604197,9.853840598,5.004090582,0.891345083,10.0264177,89.8401,41.45293,6.779560335
5.987,20.54308633,2.78,17,5.264069747,1.899635791,2572.597479,2434.868411,3.099695177,2,1965.840988,1637.448359,4.278857465,2821.524905,9.948943479,5.832468055,1.150817843,11.60399781,95.8867,43.660723,7.553564243
5.873,18.29754673,2.56,16,4.265509484,1.826159394,2514.894239,2372.391899,2.911627382,4,1912.54634,1592.554215,4.058185114,2747.463039,9.921165701,5.639295662,1.091836641,11.25969499,91.7122,42.33393,7.413361463
5.996,22.78869337,3,18,6.565820683,1.989731035,2348.018423,2201.918191,3.310741675,1,1766.523205,1469.975728,4.412801757,2547.140273,9.972911313,5.930519584,1.236120958,10.47633686,86.4162,46.521481,7.63391494
5.985,14.33612336,2.45,15,5.584686732,1.672312422,2521.848755,2076.04749,2.3602706,2,1733.866702,1447.909459,3.810711636,2531.012168,9.925505847,5.158964153,0.99706348,11.02575671,86.6958,39.514137,6.73594579
5.215,14.68863498,2.45,13,4.24071684,1.161157205,1584.357864,1255.590831,1.800409146,0,1205.51913,1012.746899,2.61389627,1709.729394,9.780950491,3.728792404,0.589006076,9.814708452,70.2323,32.387137,5.122902865
5.523,14.68863498,2.45,13,4.196126288,1.169091451,1585.841782,1262.263749,1.794319559,0,1206.253959,1013.06217,2.614766331,1711.56298,9.765325491,3.728792404,0.588711619,9.788726853,70.2323,32.387137,5.122902865
6.089,15.78218922,2.45,13,4.295766845,1.170689835,1515.416671,1169.57258,1.753679925,0,1186.581123,1000.455627,2.59633751,1674.980131,9.325626732,3.75851737,0.599066194,9.70047283,70.2323,32.387137,5.116919801
6.087,15.79293509,2.45,13,4.255948162,1.179898644,1523.439236,1183.645047,1.754128343,0,1190.593339,1003.15365,2.594288776,1680.708931,9.454633619,3.75851737,0.599691194,9.729891441,70.2323,32.387137,5.116919801
6.564,15.68803568,2.34,13,4.342470545,1.302507845,1797.523725,1394.289376,1.96911981,0,1360.464443,1144.181172,2.979447372,1935.609734,9.554887487,4.285034216,0.711086986,10.08312703,74.9485,33.900344,5.600533177
6.578,17.77945416,2.45,14,3.652899206,1.28192765,1880.175927,1563.729819,1.951668274,0,1365.362173,1139.734531,2.834319581,1957.186158,9.387788722,4.05333347,0.676280055,10.31262213,75.2108,34.580344,5.507193265
6.738,15.68803568,2.34,13,4.249237705,1.433773441,1912.896765,1482.906307,2.167369378,0,1453.07219,1227.287008,3.311871625,2058.52709,9.5724415,4.732170988,0.811523124,10.41889107,77.7665,34.770344,6.015566974
6.793,15.68803568,2.34,13,4.717469741,1.182966419,1603.560319,1241.446973,1.78857718,0,1212.967,1015.053088,2.676714057,1733.770855,9.309741959,3.877834089,0.619621442,9.689098953,70.3601,32.277344,5.222568704
6.366,15.68803568,2.56,14,4.829740727,1.281334148,1742.997451,1351.986848,1.937141315,0,1312.750222,1104.516977,2.925825932,1873.994666,9.513992426,4.21290916,0.694886211,9.908516131,74.5143,35.480723,5.533586468
6.323,15.50878416,2.56,14,4.843476709,1.293718346,1797.943456,1450.396179,2.033976746,0,1333.194232,1118.446571,2.920705727,1912.336443,9.407788722,4.210867639,0.700940585,10.22287277,74.5143,35.480723,5.533586468
7.301,19.27718454,2.78,16,5.938509741,1.622663112,2130.915939,1868.885549,2.407751114,0,1526.048679,1287.451839,3.318880652,2165.287646,9.634421375,4.803093345,0.927702521,10.69443275,82.6879,41.667895,6.59424664
6.678,18.92876189,2.78,16,5.909635235,1.554673463,2029.172138,1696.810512,2.336764866,0,1488.70555,1261.658971,3.327866053,2097.927202,9.836353537,4.805134866,0.857933798,10.14428267,82.6879,41.667895,6.59424664
6.292,13.96452809,2.45,14,3.648401671,1.292341124,1978.340616,1560.081027,2.001035362,0,1400.856095,1168.091659,3.113121677,2033.922063,10.07319586,4.317499022,0.711676143,10.14374994,76.1198,36.282723,5.679842996
6.144,19.27718454,2.56,15,4.026612344,1.430032943,2043.750351,1763.455166,2.163004243,0,1466.274991,1227.853446,3.069050447,2093.648759,9.525010944,4.387983923,0.781822028,10.58212053,79.76,37.67393,5.964300047
7.523,14.75306741,2.23,13,3.056456665,1.558916877,2125.261306,1709.474891,2.204284232,0,1538.492542,1289.234443,3.411020175,2216.09241,9.936580635,4.886748966,0.820864352,10.60762771,79.372,35.572344,6.155840438
7.187,14.75306741,2.45,14,3.691858153,1.355848817,1937.246182,1558.928718,1.995580551,0,1393.789987,1163.631274,3.024974483,2020.839545,9.910603269,4.367487139,0.713131541,10.14374974,76.1198,36.282723,5.673859932
7.886,20.9432536,3,18,6.973245596,1.904231808,2588.111897,2307.288298,2.779316814,0,1761.906534,1484.620325,3.915426792,2522.619897,10.14829798,5.453264232,1.135041764,11.08740029,91.8183,47.855067,7.571573478
7.658,22.68833903,3.11,19,7.556043281,2.043285606,2729.319169,2508.620406,2.962979455,0,1850.652679,1564.081437,4.053863519,2636.089697,10.24381952,5.849710841,1.242773786,11.24458782,95.1435,50.948653,8.071573478
8.097,23.24435194,2.89,17,6.344424155,1.759574751,2332.824642,1866.590383,2.514811411,0,1683.858533,1396.689251,3.552857984,2438.939062,9.499831426,4.957876107,0.97497989,10.22815507,88.4293,40.760723,6.521620339
7.62,22.71904966,2.89,17,6.243231694,1.730046231,2389.57161,1916.159708,2.548266524,0,1696.036023,1404.403669,3.586430584,2461.300514,9.833039199,4.924696817,0.980011455,10.24318782,88.4293,40.760723,6.527603404
6.444,22.87185929,2.78,17,6.320505138,2.015364983,2886.874639,2275.684596,3.055290418,0,1998.888013,1655.841852,4.496118908,2918.083715,9.845317538,5.839227234,1.232174341,11.10857502,95.9635,43.14393,7.426250576
6.334,23.23919454,2.89,17,6.29423077,1.768783559,2341.964215,1882.700588,2.515259829,0,1688.288975,1399.663633,3.550809251,2445.376542,9.62503734,4.957876107,0.975854184,10.22031603,88.4293,40.760723,6.521620339
7.31,23.33891727,2.89,17,6.288280843,1.803457141,2513.320543,2118.162666,2.598010204,0,1744.320344,1436.492938,3.574712078,2550.028947,9.592079259,4.922655296,1.015413512,10.93725969,88.4293,40.760723,6.527603404
8.222,22.75483782,2.89,17,6.179624753,1.800823655,2572.210802,2175.938296,2.620312558,0,1758.263395,1445.305505,3.609780444,2575.084242,9.96593687,4.889476006,0.997123921,10.9711415,88.4293,40.760723,6.533586468
5.763,23.07091972,2.89,17,6.26296446,1.819671703,2521.209467,2135.101682,2.587568587,0,1747.859653,1438.810584,3.576439239,2555.633669,9.724976931,4.922655296,1.011643172,10.97114123,88.4293,40.760723,6.527603404
6.932,21.67926285,2.89,17,5.985024107,1.719449446,2405.151419,1994.905607,2.508383167,1,1692.072011,1399.336761,3.501492809,2463.83343,9.934667737,4.848878335,0.932750653,10.61525965,88.3037,40.760723,6.528743225
7.456,22.2382656,2.89,17,6.089556224,1.721639368,2347.856459,1940.241745,2.486080813,1,1678.606253,1390.824037,3.466424443,2439.561278,9.569742306,4.882057625,0.951199239,10.57521761,88.3037,40.760723,6.522760161
5.721,21.67926285,2.89,17,5.985024107,1.727959325,2413.684824,1994.615114,2.498166318,1,1692.685612,1399.714362,3.503487164,2468.329109,9.934667737,4.848878335,0.943073609,10.61525968,88.3037,40.760723,6.528743225
5.726,20.98675651,3,17,7.253218271,1.686928945,2223.536151,1819.597021,2.440408183,1,1615.509392,1343.172965,3.392064872,2327.585065,9.494057526,4.69775468,0.902954668,10.5363999,86.6982,39.958723,6.38846976
6.428,21.59899896,2.78,17,6.035166407,2.051690277,2929.933063,2398.602272,3.002487019,1,2005.718462,1658.147676,4.411181133,2939.301295,9.915228417,5.763408751,1.176823851,11.26714265,95.8379,43.14393,7.427390398
6.363,21.66130432,2.78,17,6.469035188,1.739551268,2431.756418,2006.51196,2.510436038,1,1703.462607,1404.651379,3.551433987,2495.597006,9.558608238,5.001374344,0.96929174,10.57285934,88.4315,40.65093,6.628409064
6.815,22.2382656,2.89,17,6.088442474,1.720187217,2348.639414,1940.581033,2.488596012,1,1679.045423,1391.123046,3.465554383,2440.116426,9.569742306,4.882057625,0.951073657,10.57521763,88.3037,40.760723,6.522760161
6.788,21.76357966,3,18,6.557054646,1.891644394,2643.012951,2258.387965,2.721806077,1,1824.195899,1507.310844,3.720904995,2677.892631,10.11550107,5.355786982,1.075850325,10.73952866,92.5857,43.854309,6.939426827
5.42,22.19057642,2.89,17,6.14951051,1.697710042,2187.401269,1711.217063,2.40545577,1,1625.356839,1355.757478,3.441926034,2341.174931,9.483308793,4.917278436,0.924306722,9.825350571,88.3037,40.760723,6.516777097
6.538,19.30805692,2.67,15,3.733060895,1.918893966,2623.803806,2056.333001,2.921154967,0,1817.907082,1501.686831,3.910446989,2683.151451,9.50893739,5.087865402,1.057269255,12.335395,83.441,37.857137,6.442719324
7.26,19.30805692,2.89,16,4.502834832,1.643987417,2327.897723,1837.041481,2.462434145,0,1614.727359,1336.014578,3.409825822,2379.734967,9.489851978,4.605884896,0.890468349,11.09788473,80.1888,38.567516,5.960738817
7.921,19.30805692,2.78,16,4.058273578,2.290901351,2939.790424,2484.368993,3.205439671,0,1970.197162,1633.493601,4.138916713,2898.040371,9.579940791,5.330629767,1.278635535,12.85439743,88.7247,41.467516,7.297856125
8,21.29797114,2.89,17,4.60544835,2.569956786,3128.481225,2751.599589,3.452155877,0,2091.678672,1737.47697,4.392569681,3050.937179,9.637136007,6.017295437,1.588450507,13.16877195,93.0185,44.561102,7.646243438
8.046,31.44545086,3.44,21,6.79622295,2.293482568,3512.227331,3278.162266,3.129157988,0,2269.462995,1856.282409,4.212621242,3367.103092,9.760420131,5.7219103,1.314801797,12.37533824,104.4224,48.701102,7.62142242
6.699,17.80192804,2.67,16,3.775104821,2.165137099,3090.207157,2639.126958,3.230613333,0,2017.461355,1656.546722,4.166496247,3014.169701,9.740881834,5.428569417,1.155252334,12.61009174,90.0845,41.752723,6.971758426
8.284,19.30805692,2.67,15,3.701495585,1.977788794,2627.691947,2066.010012,2.903786135,0,1820.036751,1503.148564,3.910446989,2685.878606,9.552677417,5.087865402,1.007517262,12.36478817,83.441,37.857137,6.442719324
5.745,19.30805692,2.78,16,4.845211327,2.057529495,2795.657466,2244.268317,3.021881815,0,1905.302434,1576.95731,4.134030875,2807.396093,9.37023831,5.269492918,1.139030678,12.4433483,88.479,40.950723,6.831484961
8.222,19.30805692,2.89,16,4.485810139,1.666389442,2329.378249,1840.751566,2.455827504,0,1615.561352,1336.594756,3.409825822,2380.805956,9.52670005,4.605884896,0.871544016,11.09788486,80.1888,38.567516,5.960738817
8.509,19.30805692,2.78,16,4.023051555,2.308137848,2945.058877,2496.429671,3.196323854,0,1972.91835,1635.353442,4.138916713,2901.635527,9.645884144,5.330629767,1.29888915,12.88380357,88.7247,41.467516,7.297856125
6.319,21.35873076,2.89,17,4.562578214,2.591198225,3134.510892,2765.282476,3.443040061,0,2094.742704,1739.567945,4.392569681,3055.023633,9.718588225,6.017295437,1.585455247,13.19817811,93.0185,44.561102,7.646243438
8,31.61575433,3.44,21,6.763016839,2.290510169,3518.418342,3290.590273,3.128133622,0,2272.356115,1858.220717,4.212621242,3371.307234,9.873607332,5.7219103,1.33000287,12.40474418,104.4224,48.701102,7.62142242
7.509,17.80192804,2.78,16,3.553178325,1.698279896,2539.877785,2109.247149,2.551989403,0,1699.584199,1397.236057,3.49141106,2534.044606,9.861670656,4.763454406,0.911606882,11.15669788,81.7943,39.369516,6.101012282
8.523,30.71519419,3.33,21,5.752636757,2.308051256,3752.145332,3601.423477,3.229129913,0,2362.214643,1922.562162,4.29420648,3536.668423,10.20857794,5.87947981,1.374381063,12.46355694,106.0279,49.503102,7.761695884
6.921,31.35981996,3.44,22,8.206158856,2.397110389,3599.423633,3332.701928,3.271765999,1,2358.966625,1975.20586,4.607469739,3368.578179,9.761133303,6.529239364,1.409937357,12.26716548,113.6276,53.307895,8.580117403
4.067,18.75561742,2.78,16,4.657285322,1.344402279,1690.889193,1334.22421,2.13326953,0,1360.600669,1164.475465,3.09306355,1881.384788,9.668131456,4.5519436,0.712814957,9.34359406,83.1707,39.369516,6.159427222
5.635,24.11097607,3.11,20,6.593522012,1.688216912,2596.327843,2342.311187,2.615127439,3,1862.856779,1570.480939,3.733688931,2615.090435,0,5.369922476,0.898749647,11.02147158,100.5593,47.211516,7.595980822
7.237,22.13962266,2.78,16,7.103578087,1.619661464,2355.843461,1783.503066,2.421127269,0,1627.75585,1367.04629,3.594576747,2323.460286,9.731380248,4.876699314,0.943730076,10.35675831,85.7234,39.16893,6.339893887
7.569,22.28465618,2.78,16,7.41157481,1.530804917,2049.778578,1561.768501,2.158225859,0,1449.122983,1217.258306,3.171329395,2059.981364,9.390252557,4.529698703,0.822820159,10.08936014,81.135,37.54593,5.95594635
6.928,21.94732666,2.67,16,7.481106594,1.652884216,2444.924597,1857.546078,2.44055033,0,1654.451591,1381.777975,3.678407617,2382.893697,9.718184656,4.996016033,0.955146772,10.35533572,85.8512,39.059137,6.445542791
7.987,22.12289503,2.78,16,7.34716513,1.499133038,2071.686209,1645.765597,2.224169216,0,1454.331939,1219.900653,3.139370315,2072.933649,9.387563376,4.530648714,0.828320782,10.07813036,81.135,37.54593,5.95594635
7.456,21.67914407,2.67,16,7.415511298,1.621212337,2467.304293,1943.562651,2.506493686,0,1659.762006,1384.46812,3.646448538,2396.099442,9.715495474,4.996966044,0.961112585,10.35391308,85.8512,39.059137,6.445542791
